x1,x2,y
0.5993428306022466,0.6852355095063283,1.0
0.6295377076201385,0.22028648523617175,1.0
0.4531693250553328,0.36987148617563453,1.0
0.4531726086101639,0.40257492324706073,1.0
0.8158425631014783,0.38152121515222615,1.0
0.6534869458305818,0.3272018460640368,1.0
0.4061051228130096,0.5097043255889654,1.0
0.6085120087171929,0.33380997671779244,1.0
0.40731646143750755,0.5540913651559678,1.0
0.40685404928594865,0.4899523781101726,1.0
0.5483924543132068,0.45221039062671803,1.0
0.1173439510684404,0.3184872675916804,1.0
0.15501643349739344,0.38464573388633344,1.0
0.38754249415180547,0.6510782451651512,1.0
0.2974337759331152,0.6001834375248761,1.0
0.5628494665190548,0.3044889510402898,1.0
0.31839518489575774,0.5198664610858452,1.0
0.21753925973294164,0.6502774246743578,1.0
0.7931297537843108,0.16611894377572564,1.0
0.45484473990269286,0.608672038475987,1.0
0.5135056409375848,0.36747524821083066,1.0
0.21505036275730863,0.6141197337186318,1.0
0.39112345509496343,0.3473481686914966,1.0
0.5221845179419732,0.13902357986709618,1.0
0.2698012845155394,0.17449151242336744,1.0
0.5751396036691344,0.5096169893322764,1.0
0.37987226201623897,0.5519445003442964,1.0
0.44166125004134466,0.3191366749791183,1.0
0.3796586775541206,0.6277184917554748,1.0
0.8704556369017876,0.16769598754620801,1.0
0.4973005550524132,0.4867840402705367,1.0
0.28845781420882,0.2577967600475087,1.0
0.6645089824206378,0.36963277843956815,1.0
0.25583127000579553,0.5094797342632829,1.0
0.541772719000951,0.3279173269432095,1.0
0.10806597522404486,0.4230888911540349,1.0
0.2343627902203139,0.7012585618428882,1.0
0.5393722471738247,0.38462162609537026,1.0
0.6476933159990821,0.6671384224130283,1.0
0.534273656237994,0.2740586290684764,1.0
0.4768703435223519,0.6059608355830566,1.0
0.43977926088214225,0.7883137241315801,1.0
0.2042956019265145,0.00567109997454211,1.0
0.35603115832105825,0.3406209489059046,1.0
0.4078722458080425,0.615414425436108,1.0
0.7114244452437831,0.4593909227914015,1.0
0.5687236579136923,0.5742291746742618,1.0
0.14739196892745318,0.3792029626568359,1.0
0.564816793878959,0.51731795749458,1.0
0.4229835439167367,0.4688645529215841,1.0
0.36461559993880827,0.7335564123319614,1.0
0.6223352577681736,0.5508841686602426,1.0
0.7061999044991902,0.5675205324150404,1.0
0.6862560238232397,0.4176246067755065,1.0
0.33215649535547226,0.4024787551855013,1.0
0.43815752482975706,0.41348836243607584,1.0
0.5662526862807128,0.5788904284756594,1.0
0.6951090254244718,0.41580310383594743,1.0
0.40416515243094203,0.5579549713792826,1.0
0.27873300519879435,0.6742249406863384,1.0
0.2607586751838658,0.43479529356643176,1.0
0.6625051644788396,0.740242784432789,1.0
0.7712480057141646,0.4183849253956897,1.0
0.4855979756839332,0.09237509296442921,1.0
0.7007065795784049,0.2983827378165192,1.0
0.5723272050095268,0.12584161579482883,1.0
0.37097604907897513,0.42969730319173827,1.0
0.5722791211016828,0.5036836758379103,1.0
0.4928347921780097,0.5653854747528325,1.0
0.8129287311628012,0.45617989423822713,1.0
-0.023949020817948904,0.6658811162366979,1.0
0.6643805008750447,0.05777293819842295,1.0
0.5174094136476343,0.5471229116217132,1.0
0.44019852990682645,0.6541730387773934,1.0
0.5183521553071004,0.20428275084403166,1.0
0.10248621707982142,0.7287508086413859,1.0
0.4560656224324976,0.5676992814988828,1.0
0.5714225143023492,0.41694241721983977,1.0
0.33830127942136246,0.5363732510116991,1.0
0.39964859128309266,0.5496441172600672,1.0
0.6830804235404149,0.4081278200919512,1.0
0.5657502219319369,0.3300311261070416,1.0
0.39404795924659225,0.6660671633088491,1.0
0.6026534866226713,0.3287832348182265,1.0
0.519415509869608,0.5143132474438785,1.0
0.6937289981065778,0.40446851064697664,1.0
0.3595893812245295,0.5957959651492785,1.0
0.43446757068044634,0.5667324210573897,1.0
0.42157836937356846,0.70750798885158,1.0
0.20729701037357626,0.3979967202290506,1.0
0.5592240554129152,0.44602501294132574,1.0
0.5522110544359778,0.30424725684353854,1.0
0.5010226913284922,0.41114134798477775,1.0
0.45308257332497054,0.5754600986089704,1.0
0.21692585158991715,0.6513977233290704,1.0
0.4158709354469282,0.3155669351644749,1.0
0.4314570966946461,0.673921184021132,1.0
0.3395445461556762,0.7711275717609902,1.0
0.4677428576667982,0.5826869806447402,1.0
0.8772371802421061,0.3452421601792854,1.0
0.5349155625663677,0.25106905933771656,1.0
0.5515100781445528,0.14425595021914425,1.0
0.4851108168467666,0.7992088622978366,1.0
0.11624575694019168,0.6308731312708116,1.0
0.4946972249101566,0.48888306581790897,1.0
0.5120460419882052,0.5559937252639641,1.0
0.5603094684667225,0.5258442363950455,1.0
0.49305764605895136,0.5218789589209786,1.0
0.26626439247609357,0.6451533247797384,1.0
0.7285645629030041,0.5962018463473426,1.0
0.6503866065373548,0.5447768048558262,1.0
0.6582063894086094,0.3419051089109376,1.0
0.3181225090410522,0.5942936714271991,1.0
0.2196297874415438,0.7690840092309955,1.0
0.3018927349738623,0.30207903594828384,1.0
0.38674045407944563,0.4748426159800704,1.0
0.5199302730175283,0.5111449824577389,1.0
0.39930486917676017,0.7188383036941898,1.0
0.18986731378677343,0.1615070740570361,1.0
0.5137125949612055,0.8059100638921227,1.0
0.287539257254779,0.4683984202842021,1.0
0.5947184861270364,0.41462378601051597,1.0
0.3161151531532393,0.29757912494796646,1.0
0.809986881003508,0.16902866562684601,1.0
0.3433493415327526,0.6646341167923829,1.0
0.4355876967588649,0.5146635934376808,1.0
0.662703443473934,0.2420078200517892,1.0
0.25382713671320895,0.24098424558727677,1.0
